,id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
7540,7540,highway,2,0.26,35,night,clear,False,True,evening,True,True,1.0,0.32
2484,2484,urban,3,0.25,70,daylight,rainy,False,True,morning,False,True,0.0,0.43
33530,33530,highway,2,0.01,70,daylight,clear,True,False,morning,False,False,1.0,0.23
32131,32131,rural,2,0.9,45,night,clear,False,True,afternoon,True,True,3.0,0.56
15218,15218,urban,1,0.18,70,night,foggy,True,True,afternoon,True,False,2.0,0.47
13748,13748,rural,4,0.97,35,dim,clear,False,False,evening,True,False,0.0,0.23
19027,19027,highway,2,0.87,70,dim,foggy,False,True,evening,False,False,3.0,0.7
3640,3640,highway,1,0.86,70,dim,clear,False,True,evening,True,False,2.0,0.5
38741,38741,urban,4,0.38,70,night,foggy,True,True,afternoon,False,False,1.0,0.62
2960,2960,rural,4,0.58,45,dim,clear,False,True,afternoon,False,True,1.0,0.14
22466,22466,highway,2,0.14,45,night,foggy,False,False,morning,False,True,0.0,0.2
35343,35343,rural,4,0.58,35,daylight,foggy,True,False,morning,True,False,1.0,0.27
38026,38026,urban,3,0.06,45,dim,clear,False,True,evening,True,True,2.0,0.06
38167,38167,urban,4,0.3,35,daylight,clear,False,False,evening,True,False,0.0,0.09
36719,36719,rural,4,0.89,35,daylight,clear,True,False,afternoon,False,False,2.0,0.33
9978,9978,highway,3,0.87,45,dim,foggy,False,False,evening,False,False,1.0,0.3
40728,40728,highway,1,0.01,70,dim,clear,True,False,evening,False,True,2.0,0.23
12890,12890,rural,3,0.01,25,daylight,foggy,True,False,afternoon,True,True,1.0,0.17
26429,26429,highway,4,0.86,35,daylight,rainy,True,True,afternoon,False,False,2.0,0.29
25697,25697,highway,4,0.1,60,daylight,rainy,False,True,morning,True,True,2.0,0.34
10727,10727,rural,3,0.59,60,dim,foggy,False,False,afternoon,False,False,1.0,0.49
7344,7344,rural,1,0.4,70,dim,rainy,False,True,afternoon,True,False,1.0,0.42
40742,40742,urban,4,0.43,60,daylight,rainy,False,False,evening,True,True,1.0,0.45
26756,26756,highway,2,0.62,25,night,foggy,True,True,afternoon,False,True,2.0,0.51
297,297,highway,1,0.32,45,dim,rainy,False,True,morning,False,True,1.0,0.18
7148,7148,urban,1,0.04,60,daylight,clear,True,True,evening,True,False,0.0,0.14
32039,32039,highway,4,0.1,60,daylight,clear,True,False,afternoon,True,False,1.0,0.24
42054,42054,rural,4,0.74,35,daylight,foggy,False,True,afternoon,True,False,0.0,0.32
34173,34173,highway,2,0.02,25,night,foggy,False,True,afternoon,True,False,2.0,0.38
28440,28440,urban,2,0.01,60,daylight,rainy,True,True,afternoon,False,False,1.0,0.28
2266,2266,highway,4,0.08,45,daylight,clear,True,False,morning,False,False,2.0,0.02
29066,29066,urban,3,0.6,60,night,clear,False,False,evening,True,False,1.0,0.57
42923,42923,rural,3,0.99,45,daylight,clear,True,True,afternoon,False,True,3.0,0.45
11702,11702,rural,4,0.68,35,night,clear,True,True,morning,True,False,1.0,0.36
12050,12050,rural,4,0.25,35,night,foggy,True,True,morning,True,True,2.0,0.43
19744,19744,urban,4,0.46,45,daylight,foggy,True,False,afternoon,True,False,1.0,0.21
15873,15873,rural,4,0.64,25,dim,rainy,True,False,evening,True,False,1.0,0.28
26374,26374,rural,1,0.68,45,night,rainy,False,False,afternoon,True,True,1.0,0.44
38653,38653,highway,4,0.03,70,dim,rainy,False,True,evening,True,True,1.0,0.21
18506,18506,rural,1,0.57,35,night,clear,True,True,afternoon,False,False,1.0,0.33
35644,35644,rural,2,0.43,35,night,rainy,True,True,evening,True,False,1.0,0.4
20824,20824,rural,1,0.21,45,night,clear,False,True,morning,True,True,3.0,0.24
36480,36480,rural,2,0.59,35,night,foggy,True,False,morning,True,True,3.0,0.52
17671,17671,urban,1,0.56,25,daylight,foggy,True,True,morning,False,True,2.0,0.22
9801,9801,rural,2,0.61,60,dim,rainy,False,True,evening,True,False,0.0,0.51
3341,3341,urban,4,0.71,35,dim,rainy,True,False,morning,True,False,1.0,0.32
10307,10307,rural,3,0.85,60,night,clear,True,False,evening,True,False,2.0,0.55
14240,14240,urban,1,0.23,70,dim,foggy,True,False,afternoon,False,False,1.0,0.32
18653,18653,highway,2,0.4,70,night,foggy,True,False,afternoon,True,False,1.0,0.64
4292,4292,urban,2,0.15,45,dim,foggy,False,False,morning,False,False,1.0,0.06
16615,16615,urban,1,0.47,35,night,foggy,False,True,afternoon,True,True,0.0,0.39
41222,41222,urban,2,0.45,70,daylight,foggy,False,False,afternoon,True,True,0.0,0.39
26687,26687,rural,1,0.38,45,daylight,rainy,False,True,evening,False,True,2.0,0.31
10423,10423,urban,4,0.82,25,dim,clear,True,False,afternoon,False,False,0.0,0.3
14698,14698,rural,4,0.31,45,daylight,foggy,False,True,morning,False,True,1.0,0.22
9039,9039,rural,1,0.46,35,dim,clear,True,False,evening,True,False,0.0,0.04
32236,32236,highway,2,0.67,70,dim,foggy,False,True,evening,False,False,0.0,0.45
41061,41061,urban,2,0.4,60,daylight,rainy,True,False,morning,True,True,1.0,0.45
12464,12464,highway,4,0.84,60,daylight,foggy,True,True,morning,True,True,1.0,0.54
42474,42474,highway,2,0.8,45,daylight,foggy,False,False,morning,True,False,2.0,0.38
13081,13081,rural,4,0.19,45,dim,clear,False,False,evening,True,True,0.0,0.03
35318,35318,urban,1,0.21,70,daylight,rainy,True,True,evening,False,True,2.0,0.39
40505,40505,highway,3,0.23,35,daylight,foggy,False,False,afternoon,False,True,1.0,0.16
35401,35401,highway,2,0.42,35,dim,clear,False,True,evening,False,False,0.0,0.06
23711,23711,rural,3,0.17,70,night,clear,False,False,evening,False,True,2.0,0.33
17902,17902,urban,1,0.22,70,daylight,rainy,False,False,afternoon,False,False,1.0,0.32
12846,12846,urban,2,0.05,25,night,foggy,False,True,afternoon,True,False,2.0,0.37
9627,9627,rural,4,0.44,70,dim,foggy,True,True,afternoon,True,True,1.0,0.44
25214,25214,urban,4,0.03,25,daylight,foggy,True,False,evening,True,True,1.0,0.09
7659,7659,highway,3,0.98,35,daylight,foggy,False,True,morning,False,False,3.0,0.56
30235,30235,highway,2,0.85,25,dim,foggy,False,True,afternoon,True,True,2.0,0.37
9293,9293,highway,2,0.0,25,night,clear,True,True,morning,True,False,2.0,0.18
32381,32381,urban,1,0.7,60,night,foggy,True,False,afternoon,True,True,1.0,0.63
749,749,highway,4,0.54,25,night,clear,False,False,evening,False,True,2.0,0.26
524,524,rural,2,0.33,60,dim,clear,False,False,evening,False,True,0.0,0.39
25624,25624,rural,4,0.13,45,daylight,rainy,False,True,afternoon,False,True,2.0,0.07
42406,42406,rural,4,0.32,25,daylight,rainy,True,True,morning,True,False,1.0,0.21
35963,35963,urban,3,0.16,35,night,foggy,True,True,morning,False,False,2.0,0.39
34124,34124,highway,4,0.7,60,night,foggy,False,True,afternoon,True,False,0.0,0.73
18057,18057,urban,2,0.49,25,dim,clear,False,True,morning,False,False,1.0,0.16
39212,39212,rural,4,0.31,45,dim,rainy,False,False,morning,True,True,1.0,0.18
15828,15828,highway,4,0.37,60,daylight,rainy,True,True,morning,False,True,2.0,0.45
5644,5644,urban,4,0.06,60,daylight,foggy,False,True,evening,True,False,1.0,0.2
37843,37843,urban,4,0.36,25,night,clear,True,False,evening,True,True,2.0,0.32
34938,34938,rural,3,0.62,70,dim,foggy,False,True,evening,False,True,1.0,0.49
9384,9384,rural,3,0.91,35,daylight,foggy,True,True,morning,True,False,0.0,0.41
30827,30827,highway,1,0.33,60,dim,clear,True,False,morning,False,True,0.0,0.27
18776,18776,highway,1,0.61,45,daylight,rainy,True,True,evening,True,False,1.0,0.31
19763,19763,highway,1,0.76,60,night,clear,True,True,morning,False,True,2.0,0.63
16315,16315,rural,4,0.25,25,daylight,rainy,False,True,morning,True,True,1.0,0.19
30312,30312,highway,3,0.39,45,daylight,clear,True,True,morning,False,False,1.0,0.21
40920,40920,rural,3,0.74,45,daylight,foggy,False,False,afternoon,True,True,1.0,0.37
35679,35679,highway,2,0.77,25,night,clear,True,True,evening,True,True,0.0,0.42
11472,11472,highway,3,0.68,60,daylight,foggy,False,False,evening,False,True,0.0,0.47
34447,34447,rural,4,0.82,35,daylight,rainy,False,True,afternoon,True,False,1.0,0.37
26605,26605,rural,4,0.05,70,dim,rainy,False,True,evening,True,False,1.0,0.4
25495,25495,urban,2,0.63,60,daylight,clear,False,True,afternoon,True,False,2.0,0.34
8780,8780,rural,2,0.56,35,night,rainy,True,False,afternoon,True,True,3.0,0.6
10129,10129,rural,4,0.42,45,night,foggy,True,True,afternoon,True,False,0.0,0.2
22509,22509,urban,2,0.92,25,daylight,clear,False,True,morning,False,False,1.0,0.32
14475,14475,urban,3,0.39,60,daylight,clear,True,True,afternoon,True,False,2.0,0.28
33762,33762,urban,3,0.38,45,night,rainy,True,False,morning,False,True,2.0,0.47
28377,28377,rural,4,0.16,25,night,foggy,True,True,morning,False,False,1.0,0.29
24358,24358,urban,1,0.81,25,night,rainy,True,True,morning,False,True,0.0,0.51
11125,11125,urban,3,0.49,35,daylight,clear,False,False,evening,True,False,0.0,0.15
39084,39084,rural,1,0.18,60,night,clear,False,True,evening,False,True,1.0,0.41
27203,27203,highway,2,0.25,60,daylight,clear,False,False,evening,False,True,1.0,0.25
33026,33026,highway,3,0.47,60,daylight,rainy,True,False,evening,False,False,1.0,0.49
3530,3530,urban,4,0.6,60,daylight,rainy,False,True,afternoon,True,True,0.0,0.44
37881,37881,urban,1,0.45,35,dim,foggy,False,False,evening,False,True,2.0,0.29
231,231,urban,4,0.49,45,night,clear,True,False,evening,False,False,1.0,0.41
2395,2395,highway,4,0.51,60,night,rainy,True,False,afternoon,True,False,0.0,0.62
29422,29422,urban,4,0.31,35,daylight,foggy,True,True,morning,True,True,1.0,0.13
20778,20778,rural,4,0.2,35,daylight,clear,False,True,morning,True,False,0.0,0.07
29192,29192,rural,4,0.89,35,daylight,clear,False,True,morning,True,False,2.0,0.3
12506,12506,urban,2,0.11,45,night,foggy,True,False,morning,False,False,1.0,0.26
31866,31866,urban,2,0.68,45,dim,rainy,False,True,morning,False,False,1.0,0.37
25661,25661,urban,4,0.73,35,daylight,foggy,False,False,evening,True,True,3.0,0.41
6160,6160,highway,4,0.25,45,night,rainy,False,True,morning,True,True,2.0,0.46
16390,16390,rural,2,0.04,35,daylight,rainy,False,False,evening,False,True,0.0,0.15
4230,4230,rural,3,0.49,35,night,rainy,True,True,afternoon,True,False,1.0,0.44
18094,18094,urban,4,0.56,60,daylight,clear,False,False,morning,False,False,2.0,0.36
31894,31894,urban,2,0.79,60,dim,foggy,True,True,afternoon,False,True,0.0,0.49
28922,28922,urban,4,0.71,60,dim,rainy,False,True,afternoon,True,True,1.0,0.5
12173,12173,urban,3,0.07,45,night,clear,True,False,morning,False,False,1.0,0.3
12234,12234,highway,1,0.74,45,daylight,rainy,False,False,morning,False,True,2.0,0.34
1740,1740,rural,2,0.64,60,dim,clear,True,False,evening,True,True,2.0,0.45
32776,32776,highway,1,0.48,70,dim,rainy,False,True,afternoon,True,False,1.0,0.41
39287,39287,highway,2,0.37,35,dim,clear,True,False,morning,False,True,1.0,0.18
42559,42559,rural,1,0.77,35,daylight,clear,True,True,morning,False,False,1.0,0.3
39029,39029,rural,4,0.26,25,daylight,rainy,False,True,afternoon,False,True,1.0,0.22
15703,15703,urban,4,0.1,70,dim,rainy,False,False,evening,True,True,1.0,0.29
30713,30713,urban,1,0.27,35,dim,clear,True,False,morning,True,True,1.0,0.11
42814,42814,rural,2,0.56,25,daylight,foggy,True,True,afternoon,False,False,0.0,0.25
7440,7440,rural,1,0.73,60,daylight,clear,True,False,afternoon,True,False,0.0,0.4
21768,21768,highway,3,0.7,60,night,rainy,True,True,morning,True,False,1.0,0.77
42004,42004,urban,1,0.21,60,daylight,rainy,False,False,morning,True,True,1.0,0.33
27637,27637,rural,4,0.3,45,daylight,foggy,True,False,afternoon,False,False,0.0,0.18
14104,14104,highway,1,0.59,60,dim,rainy,True,True,evening,True,False,2.0,0.53
16329,16329,urban,1,0.17,60,night,clear,False,False,morning,True,True,0.0,0.49
2123,2123,rural,4,0.0,25,night,rainy,False,False,afternoon,True,True,1.0,0.3
38264,38264,rural,1,0.52,35,daylight,clear,False,True,afternoon,False,True,1.0,0.19
16515,16515,rural,3,0.39,60,night,rainy,True,False,morning,False,True,1.0,0.62
17412,17412,rural,2,0.24,25,daylight,foggy,True,False,morning,True,False,1.0,0.18
34338,34338,urban,3,0.41,70,night,clear,False,True,afternoon,False,False,2.0,0.43
22830,22830,urban,2,0.8,35,daylight,foggy,False,False,morning,False,True,2.0,0.42
40036,40036,rural,3,0.43,35,dim,rainy,True,False,evening,False,True,1.0,0.28
35810,35810,highway,1,0.46,45,daylight,rainy,False,True,morning,True,False,2.0,0.19
26510,26510,highway,1,0.17,70,dim,rainy,True,True,afternoon,True,True,0.0,0.22
33092,33092,urban,1,0.97,60,dim,clear,False,True,morning,True,True,2.0,0.39
39264,39264,urban,2,0.89,35,night,rainy,True,True,afternoon,True,False,2.0,0.65
26886,26886,highway,2,0.95,35,dim,clear,False,True,morning,True,False,2.0,0.35
3881,3881,rural,1,0.65,60,daylight,clear,False,False,afternoon,True,False,1.0,0.41
23104,23104,rural,3,0.3,45,daylight,clear,False,True,afternoon,True,True,1.0,0.04
36247,36247,highway,2,0.67,25,night,rainy,True,True,morning,True,True,2.0,0.48
1005,1005,highway,3,0.14,70,dim,foggy,True,True,morning,False,False,1.0,0.35
25566,25566,urban,3,0.37,45,daylight,foggy,False,False,morning,True,False,1.0,0.18
39956,39956,rural,2,0.19,60,daylight,rainy,False,True,evening,False,True,1.0,0.43
27834,27834,urban,4,0.41,60,dim,rainy,True,False,afternoon,False,True,1.0,0.43
31990,31990,urban,2,0.79,60,dim,rainy,True,True,afternoon,True,True,2.0,0.55
32132,32132,rural,2,0.74,35,daylight,rainy,True,False,evening,True,False,1.0,0.39
28024,28024,highway,1,0.34,70,daylight,rainy,False,True,evening,True,True,2.0,0.37
10122,10122,rural,2,0.46,45,dim,clear,False,True,evening,True,True,1.0,0.15
13938,13938,rural,3,0.91,35,daylight,clear,False,True,morning,False,False,0.0,0.21
12287,12287,rural,3,0.83,35,night,foggy,False,False,morning,True,True,2.0,0.58
36244,36244,rural,4,0.39,70,night,clear,True,True,evening,True,True,1.0,0.54
15026,15026,rural,2,0.66,60,night,foggy,False,False,afternoon,False,False,1.0,0.8
7551,7551,urban,2,0.45,70,dim,rainy,False,True,morning,False,False,2.0,0.41
1795,1795,urban,1,0.13,35,daylight,clear,True,True,afternoon,False,True,2.0,0.11
29060,29060,rural,3,0.16,25,dim,foggy,True,True,evening,True,True,0.0,0.25
1063,1063,urban,1,0.16,25,night,foggy,False,True,evening,True,True,1.0,0.34
9672,9672,rural,1,0.15,60,night,rainy,False,True,afternoon,True,False,0.0,0.48
17868,17868,urban,3,0.21,70,night,clear,True,True,evening,True,False,0.0,0.48
16527,16527,rural,2,0.69,35,daylight,clear,True,False,evening,False,False,0.0,0.26
22812,22812,rural,1,0.59,25,dim,clear,True,False,morning,True,False,0.0,0.14
40570,40570,rural,2,0.97,35,dim,foggy,False,False,morning,True,True,2.0,0.48
41095,41095,rural,4,0.84,35,night,clear,True,False,evening,False,False,2.0,0.44
20400,20400,urban,1,0.34,45,daylight,clear,False,False,morning,False,False,0.0,0.16
38223,38223,rural,4,0.15,25,night,clear,False,True,morning,True,False,2.0,0.28
21195,21195,rural,3,0.18,25,dim,rainy,False,False,morning,True,False,1.0,0.23
5770,5770,rural,3,0.72,60,dim,rainy,True,True,afternoon,False,True,1.0,0.44
16408,16408,rural,4,0.92,25,night,clear,False,True,evening,True,False,3.0,0.56
11710,11710,highway,3,0.19,70,night,rainy,True,True,morning,False,False,1.0,0.47
60,60,rural,2,0.3907,70,dim,foggy,True,False,afternoon,False,True,1.0,0.39
16932,16932,highway,1,0.94,45,night,clear,True,True,afternoon,True,True,2.0,0.42
22026,22026,rural,1,0.94,35,dim,foggy,True,True,afternoon,False,True,2.0,0.32
20443,20443,urban,3,0.65,35,dim,rainy,True,True,evening,False,True,1.0,0.37
1594,1594,highway,3,0.39,45,daylight,clear,False,False,evening,True,True,0.0,0.06
16397,16397,rural,3,0.32,70,dim,clear,True,False,morning,False,True,1.0,0.3
35070,35070,highway,4,0.16,45,dim,rainy,False,False,evening,False,True,1.0,0.25
33732,33732,urban,1,0.91,25,dim,foggy,False,False,morning,False,True,0.0,0.32
34933,34933,highway,3,0.16,25,night,rainy,False,True,evening,False,False,0.0,0.42
36559,36559,rural,1,0.81,35,daylight,foggy,False,False,morning,False,True,1.0,0.29
10873,10873,urban,4,0.83,70,dim,rainy,False,False,afternoon,True,False,3.0,0.56
12977,12977,rural,4,0.08,25,daylight,foggy,True,False,evening,False,True,1.0,0.12
3189,3189,urban,2,0.03,25,daylight,clear,True,False,afternoon,False,True,1.0,0.04
27795,27795,rural,1,0.76,70,daylight,clear,False,True,afternoon,True,True,1.0,0.45
1696,1696,rural,2,0.08,25,daylight,clear,True,True,afternoon,False,True,0.0,0.16
42511,42511,urban,3,0.22,60,night,clear,False,False,evening,True,True,0.0,0.48
17018,17018,urban,1,0.6,45,daylight,rainy,True,True,evening,False,True,3.0,0.39
29286,29286,rural,2,0.74,25,night,clear,True,True,afternoon,False,True,1.0,0.45
27809,27809,rural,4,0.39,45,dim,foggy,False,True,morning,False,False,2.0,0.24
1114,1114,urban,4,0.21,25,night,rainy,True,False,evening,False,False,1.0,0.34
15080,15080,rural,1,0.18,25,night,clear,True,False,evening,True,True,1.0,0.27
30626,30626,urban,4,0.75,45,night,clear,False,False,morning,False,False,3.0,0.4
39539,39539,rural,2,0.35,35,dim,rainy,True,False,afternoon,True,False,2.0,0.13
18761,18761,rural,2,0.29,45,night,rainy,False,False,evening,True,False,1.0,0.37
1502,1502,urban,1,0.43,60,night,rainy,False,True,afternoon,False,True,1.0,0.68
3314,3314,rural,3,0.56,25,night,rainy,False,True,afternoon,False,False,0.0,0.49
38432,38432,urban,1,0.77,45,night,clear,False,True,evening,False,True,2.0,0.59
7961,7961,highway,1,0.7,35,daylight,rainy,True,False,evening,True,True,1.0,0.28
6099,6099,rural,4,0.37,70,dim,foggy,False,True,morning,True,True,2.0,0.37
29811,29811,rural,1,0.44,25,daylight,clear,False,True,morning,False,False,0.0,0.18
9487,9487,urban,2,0.0,25,night,clear,True,False,afternoon,False,False,2.0,0.19
9231,9231,highway,4,0.22,70,night,foggy,False,False,evening,True,True,2.0,0.62
27793,27793,urban,1,0.56,70,dim,foggy,False,False,evening,False,False,0.0,0.45
38116,38116,rural,2,0.58,45,daylight,rainy,False,True,afternoon,True,True,1.0,0.34
13266,13266,highway,1,0.08,70,dim,rainy,True,True,evening,True,False,0.0,0.35
20596,20596,rural,4,0.74,35,night,rainy,True,False,morning,True,True,1.0,0.6
9382,9382,rural,2,0.22,35,night,foggy,True,True,evening,True,False,2.0,0.3
35768,35768,rural,1,0.14,45,night,rainy,False,False,morning,True,False,2.0,0.34
11645,11645,urban,3,0.93,70,dim,clear,False,True,evening,True,True,3.0,0.59
41998,41998,rural,4,0.54,60,daylight,foggy,True,True,morning,False,False,1.0,0.47
42445,42445,rural,4,0.81,45,dim,rainy,False,False,morning,True,True,2.0,0.35
12853,12853,highway,4,0.35,45,daylight,clear,False,True,afternoon,False,False,0.0,0.08
22866,22866,urban,2,0.75,60,daylight,foggy,False,False,evening,False,False,3.0,0.65
8667,8667,rural,2,0.02,60,dim,foggy,False,True,evening,False,False,0.0,0.2
19142,19142,urban,1,0.7,35,night,clear,False,True,afternoon,True,False,1.0,0.38
20806,20806,highway,4,0.41,60,daylight,clear,False,True,afternoon,False,False,0.0,0.33
571,571,highway,2,0.18,35,night,clear,False,False,morning,False,True,1.0,0.32
7723,7723,rural,3,0.87,35,daylight,foggy,False,True,afternoon,True,False,2.0,0.34
7966,7966,rural,3,0.62,60,dim,foggy,True,True,morning,False,False,3.0,0.54
7832,7832,rural,2,0.97,25,night,clear,True,True,afternoon,True,False,2.0,0.5
36275,36275,urban,4,0.11,60,dim,foggy,False,True,evening,False,False,1.0,0.22
21388,21388,rural,3,0.54,60,dim,rainy,False,True,evening,False,False,1.0,0.48
5406,5406,rural,2,0.65,25,daylight,clear,False,False,afternoon,False,False,1.0,0.22
1382,1382,highway,2,0.84,45,night,foggy,False,False,morning,False,True,2.0,0.57
34281,34281,highway,3,0.59,70,dim,foggy,False,False,morning,True,True,1.0,0.53
32767,32767,highway,1,0.36,25,night,clear,True,False,evening,True,True,1.0,0.25
40879,40879,rural,3,0.9,35,dim,foggy,False,False,afternoon,False,True,2.0,0.32
42024,42024,highway,1,0.25,25,night,rainy,True,True,evening,True,True,1.0,0.34
13639,13639,rural,1,0.63,35,dim,foggy,True,False,morning,False,True,1.0,0.29
33184,33184,highway,4,0.97,35,dim,clear,False,False,evening,False,False,2.0,0.34
9731,9731,urban,2,0.22,35,night,foggy,False,True,evening,True,True,2.0,0.39
28143,28143,highway,1,0.1,25,night,rainy,True,True,morning,False,True,1.0,0.26
32048,32048,urban,3,0.56,70,dim,clear,False,True,morning,True,True,2.0,0.31
32752,32752,rural,3,0.87,70,daylight,clear,False,False,morning,True,False,2.0,0.44
10267,10267,urban,3,0.6,45,daylight,foggy,False,False,evening,False,False,0.0,0.38
24112,24112,highway,1,0.67,25,daylight,foggy,True,False,morning,True,True,1.0,0.31
40621,40621,highway,2,0.15,60,dim,clear,False,True,evening,False,True,0.0,0.24
13740,13740,urban,1,0.95,25,dim,clear,True,True,afternoon,False,False,3.0,0.39
37016,37016,urban,4,0.25,35,night,clear,False,False,evening,True,True,2.0,0.3
12689,12689,rural,1,0.84,25,dim,clear,False,True,morning,False,True,0.0,0.21
31811,31811,urban,4,0.84,35,night,clear,False,False,morning,True,True,0.0,0.43
23116,23116,rural,2,0.31,25,dim,rainy,True,False,evening,True,False,2.0,0.16
18454,18454,rural,4,0.85,35,dim,foggy,True,True,morning,True,True,0.0,0.42
12341,12341,highway,3,0.36,60,dim,clear,True,False,afternoon,True,False,1.0,0.19
42821,42821,highway,3,0.67,45,night,foggy,True,True,evening,True,True,1.0,0.49
16018,16018,highway,4,0.1,25,night,clear,False,False,morning,False,True,0.0,0.21
7618,7618,urban,3,0.54,70,night,clear,True,False,afternoon,True,False,2.0,0.48
14615,14615,rural,3,0.28,70,dim,rainy,True,True,morning,True,False,0.0,0.34
35099,35099,highway,2,0.22,25,daylight,rainy,False,False,morning,True,True,2.0,0.26
7446,7446,rural,3,0.85,35,daylight,rainy,False,False,evening,True,False,3.0,0.5
14756,14756,urban,4,0.11,35,dim,clear,False,True,morning,True,False,1.0,0.05
22699,22699,urban,1,0.22,45,dim,clear,True,False,afternoon,False,False,2.0,0.12
36813,36813,rural,3,0.63,45,daylight,rainy,True,False,morning,True,False,0.0,0.28
41896,41896,highway,3,0.4,70,daylight,clear,False,True,afternoon,True,True,2.0,0.28
42786,42786,rural,4,0.46,45,night,rainy,False,False,morning,True,True,0.0,0.46
42171,42171,rural,1,0.35,45,dim,rainy,False,False,afternoon,False,True,2.0,0.17
40453,40453,rural,2,0.6,60,dim,foggy,False,True,morning,False,False,2.0,0.44
40974,40974,rural,2,0.52,70,dim,clear,False,False,afternoon,True,False,2.0,0.49
16161,16161,highway,4,0.87,70,daylight,clear,False,True,morning,False,True,4.0,0.44
5002,5002,highway,4,0.76,35,night,clear,True,True,morning,False,True,0.0,0.38
5473,5473,rural,3,0.47,70,daylight,rainy,True,True,evening,True,True,0.0,0.47
36992,36992,urban,2,0.12,35,night,rainy,True,False,evening,False,True,2.0,0.5
32433,32433,rural,4,0.37,60,daylight,clear,True,True,afternoon,False,False,0.0,0.22
6444,6444,rural,3,0.88,70,dim,foggy,False,False,morning,True,False,3.0,0.66
35323,35323,highway,4,0.62,25,night,foggy,False,True,evening,True,True,3.0,0.68
34508,34508,urban,2,0.35,60,dim,clear,False,True,evening,False,True,0.0,0.32
15788,15788,urban,1,0.14,25,night,clear,True,False,morning,True,False,0.0,0.24
23495,23495,highway,2,0.39,45,dim,foggy,False,True,afternoon,False,False,2.0,0.15
8814,8814,urban,2,0.07,25,daylight,foggy,True,False,afternoon,True,True,1.0,0.13
25032,25032,highway,1,0.97,35,night,rainy,True,False,afternoon,False,False,3.0,0.74
28711,28711,highway,2,0.1,35,dim,clear,False,True,afternoon,True,False,0.0,0.04
40420,40420,rural,1,0.51,25,daylight,rainy,False,False,morning,False,False,3.0,0.33
40690,40690,rural,2,0.85,35,night,foggy,True,False,evening,True,True,1.0,0.56
28741,28741,urban,3,0.7,60,dim,rainy,True,False,morning,False,False,1.0,0.53
25477,25477,urban,3,0.65,25,night,rainy,False,True,morning,False,True,2.0,0.58
25310,25310,highway,4,0.99,25,dim,clear,True,False,evening,False,True,2.0,0.29
19653,19653,highway,2,0.46,70,dim,clear,False,True,evening,True,False,1.0,0.28
35019,35019,rural,4,0.38,25,night,foggy,False,False,evening,False,False,0.0,0.48
23062,23062,highway,1,0.72,25,dim,rainy,False,True,evening,True,True,2.0,0.32
14272,14272,urban,4,0.03,45,night,clear,False,True,evening,True,True,1.0,0.13
43433,43433,rural,2,0.55,70,dim,clear,True,True,afternoon,True,True,1.0,0.39
27563,27563,rural,1,0.51,35,daylight,rainy,True,False,afternoon,False,True,0.0,0.23
12301,12301,highway,2,0.61,25,daylight,foggy,True,False,evening,True,False,0.0,0.27
30641,30641,urban,4,0.41,25,daylight,rainy,True,True,morning,True,True,0.0,0.19
30103,30103,urban,1,0.08,35,night,foggy,True,False,afternoon,True,True,0.0,0.27
12855,12855,urban,2,0.85,25,night,clear,True,True,afternoon,False,True,1.0,0.35
16443,16443,rural,4,0.8,70,daylight,clear,True,False,afternoon,True,False,2.0,0.48
20553,20553,highway,2,0.58,70,dim,foggy,False,False,evening,True,True,1.0,0.5
17495,17495,rural,4,0.4,45,dim,clear,True,True,evening,True,False,1.0,0.06
33898,33898,rural,2,0.35,35,dim,rainy,False,True,afternoon,True,True,0.0,0.15
30834,30834,rural,3,0.18,35,dim,foggy,False,False,morning,True,True,1.0,0.07
40299,40299,rural,2,0.24,25,dim,clear,True,True,morning,False,True,0.0,0.11
5709,5709,highway,2,0.23,70,night,clear,True,False,afternoon,True,True,0.0,0.41
21335,21335,urban,2,0.7,60,daylight,clear,False,True,afternoon,True,True,1.0,0.4
26017,26017,urban,1,0.61,70,dim,clear,False,True,evening,True,True,3.0,0.56
24309,24309,highway,4,0.47,60,dim,clear,False,True,evening,True,False,2.0,0.39
13719,13719,highway,1,0.38,25,daylight,clear,True,True,afternoon,False,True,2.0,0.15
608,608,highway,3,0.31,25,night,foggy,True,False,evening,False,True,0.0,0.42
36695,36695,urban,3,0.58,25,dim,rainy,True,False,evening,True,True,1.0,0.27
42561,42561,urban,3,0.45,60,dim,foggy,False,True,morning,False,False,1.0,0.48
11099,11099,urban,1,0.27,60,dim,clear,True,True,afternoon,False,False,1.0,0.32
14850,14850,highway,3,0.73,60,night,foggy,True,True,afternoon,True,True,1.0,0.78
40489,40489,highway,2,0.53,35,dim,foggy,False,True,evening,False,True,1.0,0.39
169,169,urban,1,0.72,70,dim,clear,True,False,morning,True,False,2.0,0.46
32355,32355,highway,1,0.75,35,night,clear,False,False,morning,True,True,1.0,0.36
16108,16108,urban,3,0.13,25,dim,clear,True,False,afternoon,True,True,0.0,0.07
37986,37986,urban,2,0.4,25,dim,clear,False,True,afternoon,True,False,0.0,0.06
42647,42647,highway,1,0.63,60,daylight,clear,False,True,evening,True,False,1.0,0.38
39939,39939,highway,1,0.85,70,night,clear,False,True,afternoon,True,True,2.0,0.57
